 19000.2 	 0.0202024 	
 18000 	 0.020229 	
 17000 	 0.0202402 	
 16000 	 0.0202484 	
 15000 	 0.0202493 	
 14000 	 0.0202602 	
 13000 	 0.0202463 	
 12000 	 0.0202304 	
 11000 	 0.0201988 	
 10000.1 	 0.0201699 	
 9000 	 0.0201426 	
 8000.01 	 0.020065 	
 7000 	 0.019965 	
 5999.98 	 0.0198564 	
 4999.95 	 0.0197064 	
 3999.99 	 0.0194274 	
 2999.86 	 0.0190089 	
 2000 	 0.0182631 	
 999.99 	 0.0165172 	
 949.988 	 0.0163557 	
 900.003 	 0.0161946 	
 849.996 	 0.0160229 	
 799.992 	 0.0158243 	
 749.999 	 0.0155864 	
 700.003 	 0.015362 	
 649.99 	 0.0150934 	
 600.006 	 0.0148145 	
 549.996 	 0.0144916 	
 499.998 	 0.0141307 	
 450.001 	 0.0137177 	
 400.003 	 0.0132341 	
 349.995 	 0.012695 	
 300.002 	 0.0120438 	
 249.998 	 0.0112543 	
 199.985 	 0.0102794 	
 189.996 	 0.0100373 	
 179.991 	 0.00979645 	
 169.996 	 0.00954843 	
 160.005 	 0.00929013 	
 149.998 	 0.00898359 	
 139.997 	 0.0087044 	
 129.994 	 0.00836194 	
 119.994 	 0.0080307 	
 110 	 0.00766528 	
 100.005 	 0.00726107 	
 89.9954 	 0.0068278 	
 80.0001 	 0.00637473 	
 69.9895 	 0.00586528 	
 59.999 	 0.00533796 	
 49.9963 	 0.00473625 	
 39.9878 	 0.00404577 	
 29.9983 	 0.00330544 	
 20.0039 	 0.00239841 	
 17.9935 	 0.00218438 	
 15.9949 	 0.00199268 	
 14.0027 	 0.00177278 	
 11.9947 	 0.00153173 	
 9.99275 	 0.00129973 	
 7.99889 	 0.00106166 	
 6.00367 	 0.000830863 	
 3.99515 	 0.000567666 	
 2.00356 	 0.000288356 	
 0.0132516 	-0.0000127837 	
-1.99766 	-0.00030819 	
-3.99626 	-0.000584079 	
-5.99085 	-0.000834127 	
-8.00232 	-0.0010785 	
-9.99549 	-0.00131811 	
-12.002 	-0.00153326 	
-14.0031 	-0.00175892 	
-15.9989 	-0.00196453 	
-17.9989 	-0.00215729 	
-20.0055 	-0.00234193 	
-30.0016 	-0.00323852 	
-40.0018 	-0.00397008 	
-49.9996 	-0.00467836 	
-59.9981 	-0.00527973 	
-70.0087 	-0.00581524 	
-80.005 	-0.00631385 	
-89.9992 	-0.00675582 	
-99.9962 	-0.00719914 	
-110.002 	-0.00758729 	
-120 	-0.00794893 	
-130.007 	-0.0083114 	
-140.003 	-0.00863457 	
-149.997 	-0.00894222 	
-160.003 	-0.00922327 	
-170.012 	-0.00949246 	
-179.998 	-0.00974676 	
-190.008 	-0.00997723 	
-199.999 	-0.010209 	
-249.996 	-0.0111967 	
-300.002 	-0.011998 	
-350.003 	-0.0126553 	
-400.004 	-0.0132082 	
-449.994 	-0.0136892 	
-499.998 	-0.0141067 	
-550.015 	-0.0144657 	
-600.004 	-0.0147933 	
-650.003 	-0.0150759 	
-699.998 	-0.0153354 	
-750.002 	-0.015579 	
-800.003 	-0.0157935 	
-850.008 	-0.0159855 	
-900.003 	-0.0161776 	
-950.003 	-0.016328 	
-1000 	-0.0164727 	
-2000.01 	-0.0182121 	
-3000.03 	-0.0189741 	
-4000.03 	-0.0193726 	
-5000.03 	-0.0196572 	
-6000 	-0.0197908 	
-6999.99 	-0.0198873 	
-8000 	-0.019962 	
-9000 	-0.0200222 	
-9999.99 	-0.0200666 	
-11000 	-0.0201101 	
-12000 	-0.0201241 	
-13000 	-0.0201501 	
-14000 	-0.0201253 	
-15000 	-0.0201353 	
-16000 	-0.0201255 	
-17000 	-0.0201224 	
-18000 	-0.0201164 	
-19000 	-0.0201065 	
-18000 	-0.0201235 	
-17000 	-0.0201439 	
-16000 	-0.0201305 	
-15000 	-0.0201316 	
-14000 	-0.0201399 	
-13000 	-0.020123 	
-12000 	-0.0201155 	
-11000 	-0.0200976 	
-10000 	-0.0200678 	
-8999.99 	-0.0200215 	
-7999.98 	-0.0199391 	
-6999.99 	-0.0198635 	
-5999.99 	-0.0197429 	
-4999.97 	-0.019585 	
-4000.01 	-0.0193073 	
-3000.1 	-0.0188939 	
-1999.99 	-0.0181578 	
-999.993 	-0.0164646 	
-949.999 	-0.0162857 	
-900.004 	-0.0161238 	
-849.996 	-0.0159419 	
-799.998 	-0.015794 	
-750.005 	-0.0155568 	
-700.001 	-0.0153363 	
-650.002 	-0.0150783 	
-599.997 	-0.0147992 	
-549.992 	-0.0144909 	
-499.994 	-0.0141172 	
-449.995 	-0.0136972 	
-400.008 	-0.0132639 	
-349.991 	-0.0127108 	
-299.991 	-0.0120693 	
-249.997 	-0.0112924 	
-199.992 	-0.0103117 	
-189.995 	-0.0100715 	
-179.999 	-0.00983522 	
-169.993 	-0.00956323 	
-160.011 	-0.00931362 	
-150.001 	-0.00902211 	
-139.997 	-0.00871741 	
-129.997 	-0.00839306 	
-120.002 	-0.00803521 	
-110 	-0.00766676 	
-100.003 	-0.00728041 	
-90.0104 	-0.0068767 	
-80.0043 	-0.00638514 	
-69.9928 	-0.0059007 	
-60 	-0.00535212 	
-50.0047 	-0.00476605 	
-40.0043 	-0.004086 	
-29.996 	-0.00334595 	
-20.0077 	-0.00244758 	
-17.9993 	-0.00223468 	
-16.0065 	-0.00205071 	
-14.0008 	-0.00180272 	
-12.0106 	-0.00160709 	
-10.001 	-0.00138257 	
-8.00342 	-0.0011436 	
-5.9992 	-0.000873085 	
-3.99804 	-0.000616403 	
-2.00426 	-0.000357242 	
 0.00765745 	-0.0000639616 	
 2.00075 	 0.00023367 	
 4.00768 	 0.00052482 	
 5.99668 	 0.000760362 	
 8.00041 	 0.00102049 	
 9.99105 	 0.00126461 	
 12.0023 	 0.0014896 	
 14.0041 	 0.0017033 	
 16.0038 	 0.00192196 	
 18.0065 	 0.00212749 	
 19.9986 	 0.00233457 	
 30.0087 	 0.0032234 	
 39.9961 	 0.00397395 	
 49.9976 	 0.00467911 	
 60.0092 	 0.00525983 	
 70.0029 	 0.00582868 	
 80.0057 	 0.0063299 	
 90.002 	 0.00677526 	
 99.9984 	 0.00720039 	
 110.004 	 0.0075848 	
 119.996 	 0.00796116 	
 129.998 	 0.00829572 	
 140.003 	 0.00864437 	
 149.999 	 0.00890232 	
 159.996 	 0.00919915 	
 169.989 	 0.00947254 	
 179.998 	 0.00972102 	
 190.006 	 0.00998343 	
 200.001 	 0.0102118 	
 250.002 	 0.0111529 	
 300.003 	 0.0119731 	
 350.008 	 0.0126325 	
 400.005 	 0.0131561 	
 449.988 	 0.0136553 	
 500.006 	 0.0140399 	
 549.994 	 0.0143888 	
 599.999 	 0.014741 	
 650.001 	 0.0150307 	
 699.999 	 0.0152792 	
 750.068 	 0.0155367 	
 799.995 	 0.0157533 	
 850.001 	 0.0159181 	
 900.009 	 0.0160923 	
 949.992 	 0.0162931 	
 1000 	 0.0164578 	
 2000.01 	 0.0181328 	
 3000.02 	 0.0188757 	
 4000 	 0.0192861 	
 5000 	 0.0195621 	
 6000.04 	 0.0197043 	
 7000.02 	 0.0198054 	
 7999.98 	 0.019894 	
 9000.01 	 0.0200001 	
 10000 	 0.0200185 	
 11000 	 0.0200547 	
 12000 	 0.0200636 	
 13000 	 0.0200875 	
 14000 	 0.020068 	
 15000 	 0.0200708 	
 15999.9 	 0.0200669 	
 16999 	 0.0200661 	
 17998.7 	 0.0200515 	
 18998.9 	 0.0200452 	
